Incident No,Business Unit,Site,City,Latitude (Site),Longitude (Site),State,Country,Damage Type,Damaged Item,Date and Time of Incident,Impacted Person,Incident Cause,Incident Description,Incident Severity,Incident Type,Reported By,Worker Type,Lost Hours,Reporting Time
15297,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,04/06/2020 16:08,,Ill Health,Description 5828,Minor,Near Miss,Hamilton Meathouse,Permanent,,11
21110,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,13/08/2020 14:04,,Ill Health,Description 6644,Minor,Near Miss,Hamilton Meathouse,Permanent,,19
22976,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,09/02/2021 12:54,,Ill Health,Description 9620,Minor,Near Miss,Hamilton Meathouse,Permanent,,59
25457,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,21/02/2022 13:55,,Ill Health,Description 15964,Minor,Near Miss,Hamilton Meathouse,Permanent,,35
30329,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,03/09/2022 14:30,,Ill Health,Description 19380,Minor,Near Miss,Hamilton Meathouse,Permanent,,44
11046,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,11/12/2022 06:00,,Ill Health,Description 20992,Minor,Near Miss,Hamilton Meathouse,Permanent,,27
12942,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,19/02/2023 08:00,,Ill Health,Description 22368,Minor,Near Miss,Hamilton Meathouse,Permanent,,20
39093,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,08/01/2021 13:55,,Ill Health,Description 8948,Minor,Near Miss,Jenny Jet,Permanent,,31
10670,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,25/10/2021 12:13,,Ill Health,Description 14156,Minor,Near Miss,Jenny Jet,Permanent,,56
13353,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,10/11/2022 11:21,,Ill Health,Description 20448,Minor,Near Miss,Jenny Jet,Permanent,,43
25612,Site Activity,Kirton - Depot,York,53.99803631,-1.175444038,England,United Kingdom,,,25/02/2020 18:06,,Ill Health,Description 5088,Minor,Near Miss,Jill Fan,Permanent,,14
8998,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,28/01/2021 16:20,,Ill Health,Description 9352,Minor,Near Miss,Jill Fan,Permanent,,39
33945,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,25/07/2021 09:31,,Ill Health,Description 12792,Minor,Near Miss,Jill Fan,Permanent,,23
14733,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,15/09/2022 10:42,,Ill Health,Description 19624,Minor,Near Miss,Jill Fan,Permanent,,46
22912,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,29/01/2023 15:01,,Ill Health,Description 21624,Minor,Near Miss,Jill Fan,Permanent,,18
39966,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,19/07/2021 09:19,,Ill Health,Description 12752,Minor,Near Miss,Jon Hamm,Permanent,,55
20143,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,03/11/2020 11:00,,Ill Health,Description 7800,Minor,Near Miss,Jon Hamm,Permanent,,19
30465,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,28/12/2020 15:14,,Ill Health,Description 8860,Minor,Near Miss,Jon Hamm,Permanent,,27
30771,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,11/01/2021 10:26,,Ill Health,Description 8928,Minor,Near Miss,Jon Hamm,Permanent,,52
20235,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,10/01/2022 08:00,,Ill Health,Description 14956,Minor,Near Miss,Jon Hamm,Permanent,,51
30653,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,21/11/2022 03:00,,Ill Health,Description 20680,Minor,Near Miss,Jon Hamm,Permanent,,39
7484,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,02/01/2023 03:00,,Ill Health,Description 21164,Minor,Near Miss,Jon Hamm,Permanent,,51
8997,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,10/01/2023 02:30,,Ill Health,Description 21276,Minor,Near Miss,Jon Hamm,Permanent,,46
23587,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,14/01/2020 07:00,,Ill Health,Description 4068,Minor,Near Miss,Kate Fear,Permanent,,53
26674,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,04/02/2020 10:30,,Ill Health,Description 4508,Minor,Near Miss,Kate Fear,Permanent,,28
10492,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,26/02/2020 16:30,,Ill Health,Description 5012,Minor,Near Miss,Kate Fear,Permanent,,54
9911,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,03/03/2020 17:06,,Ill Health,Description 5140,Minor,Near Miss,Kate Fear,Permanent,,14
17647,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,26/10/2020 08:48,,Ill Health,Description 7672,Minor,Near Miss,Kate Fear,Permanent,,60
27986,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,08/04/2021 22:29,,Ill Health,Description 10820,Minor,Near Miss,Kate Fear,Permanent,,58
13564,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,21/07/2020 23:00,,Ill Health,Description 6328,Minor,Near Miss,Kate Fear,Permanent,,48
14631,Site Activity,Swillington,Plymouth,50.3990056,-4.159206911,England,United Kingdom,,,28/08/2022 16:00,,Ill Health,Description 19284,Minor,Near Miss,Lord Fotheringham,Permanent,,26
23278,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,03/02/2020 12:22,,Ill Health,Description 4488,Minor,Near Miss,Lord Fotheringham,Permanent,,14
11216,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,05/12/2020 08:08,,Ill Health,Description 8564,Minor,Near Miss,Lord Fotheringham,Permanent,,11
12335,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,08/02/2021 09:22,,Ill Health,Description 9708,Minor,Near Miss,Lord Fotheringham,Permanent,,40
14000,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,10/10/2022 07:49,,Ill Health,Description 19972,Minor,Near Miss,Lord Fotheringham,Permanent,,34
15609,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,10/11/2022 10:11,,Ill Health,Description 20436,Minor,Near Miss,Lord Fotheringham,Permanent,,58
16578,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,12/01/2022 09:09,,Ill Health,Description 15020,Minor,Near Miss,Max Avantgarde,Permanent,,17
16813,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,07/06/2022 15:00,,Ill Health,Description 17828,Minor,Near Miss,Max Avantgarde,Permanent,,40
20519,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,08/07/2021 09:28,,Ill Health,Description 12476,Minor,Near Miss,Max Avantgarde,Permanent,,38
20480,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,13/11/2020 10:24,,Ill Health,Description 8060,Minor,Near Miss,Nan Slack,Permanent,,17
7241,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,23/02/2023 10:58,,Ill Health,Description 22356,Minor,Near Miss,Nan Slack,Permanent,,18
31766,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,27/03/2022 20:30,,Ill Health,Description 16588,Minor,Near Miss,Nan Slack,Permanent,,24
25881,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,03/11/2022 10:00,,Ill Health,Description 20592,Minor,Near Miss,Neal Doubledecker,Permanent,,33
22841,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,28/11/2022 20:00,,Ill Health,Description 20792,Minor,Near Miss,Neal Doubledecker,Permanent,,29
17400,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,07/10/2022 21:57,,Ill Health,Description 19904,Minor,Near Miss,Neal Doubledecker,Permanent,,47
18513,Site Activity,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,13/04/2022 12:07,,Ill Health,Description 17064,Minor,Near Miss,Penny Traitor,Permanent,,34
24079,Site Activity,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,02/10/2020 11:45,,Ill Health,Description 7428,Minor,Near Miss,Penny Traitor,Permanent,,30
28048,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,18/03/2021 15:00,,Ill Health,Description 10556,Minor,Near Miss,Penny Traitor,Permanent,,17
34047,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,25/04/2022 05:30,,Ill Health,Description 17112,Minor,Near Miss,Penny Traitor,Permanent,,46
36144,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,27/04/2022 13:21,,Ill Health,Description 17176,Minor,Near Miss,Pooky Hook,Permanent,,52
8891,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,26/09/2020 04:55,,Ill Health,Description 7200,Minor,Near Miss,Pooky Hook,Permanent,,40
7959,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,24/05/2021 09:00,,Ill Health,Description 11712,Minor,Near Miss,Pooky Hook,Permanent,,16
16258,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,03/06/2021 23:45,,Ill Health,Description 11932,Minor,Near Miss,Pooky Hook,Permanent,,32
7134,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,20/09/2021 11:14,,Ill Health,Description 13544,Minor,Near Miss,Pooky Hook,Permanent,,42
7581,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,18/02/2022 06:00,,Ill Health,Description 15884,Minor,Near Miss,Pooky Hook,Permanent,,13
21119,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,28/03/2022 09:00,,Ill Health,Description 16608,Minor,Near Miss,Pooky Hook,Permanent,,47
29929,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,30/05/2022 10:00,,Ill Health,Description 17716,Minor,Near Miss,Pooky Hook,Permanent,,57
30487,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,20/07/2022 06:30,,Ill Health,Description 18700,Minor,Near Miss,Pooky Hook,Permanent,,23
10081,Site Activity,Cradley,Reading,51.49602493,-1.038279343,England,United Kingdom,,,22/11/2022 13:26,,Ill Health,Description 20836,Minor,Near Miss,Pooky Hook,Permanent,,39
13656,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,24/08/2020 13:01,,Ill Health,Description 6732,Minor,Near Miss,Porche DeCoogan,Permanent,,57
14011,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,10/01/2023 15:45,,Ill Health,Description 21292,Minor,Near Miss,Porche DeCoogan,Permanent,,10
15113,Site Activity,Thatcham - Depot,Bath,51.36203534,-2.352306051,England,United Kingdom,,,05/09/2022 15:05,,Ill Health,Description 19408,Minor,Near Miss,Porche DeCoogan,Permanent,,20
15853,Site Activity,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,24/06/2021 11:00,,Ill Health,Description 12264,Minor,Near Miss,Porche DeCoogan,Permanent,,51
19256,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,08/05/2022 07:00,,Ill Health,Description 17296,Minor,Near Miss,Porche DeCoogan,Permanent,,40
24232,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,09/01/2020 12:41,,Ill Health,Description 4084,Minor,Near Miss,Porche DeCoogan,Permanent,,51
27869,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,28/04/2021 07:24,,Ill Health,Description 11156,Minor,Near Miss,Porche DeCoogan,Permanent,,58
27925,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,27/10/2021 05:22,,Ill Health,Description 14044,Minor,Near Miss,Porche DeCoogan,Permanent,,29
25597,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,06/01/2022 05:30,,Ill Health,Description 14912,Minor,Near Miss,Porche DeCoogan,Permanent,,37
25888,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,14/01/2020 12:03,,Ill Health,Description 3968,Minor,Near Miss,Radish Horror,Permanent,,59
32441,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,07/01/2020 16:30,,Ill Health,Description 3788,Minor,Near Miss,Radish Horror,Permanent,,32
39858,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,23/02/2022 10:35,,Ill Health,Description 15996,Minor,Near Miss,Radish Horror,Permanent,,32
10769,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,09/05/2022 10:53,,Ill Health,Description 17404,Minor,Near Miss,Radish Horror,Permanent,,42
10839,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,25/01/2021 08:55,,Ill Health,Description 9260,Minor,Near Miss,Radish Horror,Permanent,,52
13362,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,08/07/2022 12:19,,Ill Health,Description 18612,Minor,Near Miss,Radish Horror,Permanent,,51
25145,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,22/09/2022 12:23,,Ill Health,Description 19736,Minor,Near Miss,Radish Horror,Permanent,,44
20045,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,29/11/2020 12:00,,Ill Health,Description 8380,Minor,Near Miss,Radish Horror,Permanent,,35
10254,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,22/11/2021 07:22,,Ill Health,Description 14512,Minor,Near Miss,Ray Purchase,Permanent,,54
7352,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,26/01/2022 08:47,,Ill Health,Description 15244,Minor,Near Miss,Ray Purchase,Permanent,,56
8104,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,25/06/2022 07:15,,Ill Health,Description 18192,Minor,Near Miss,Ray Purchase,Permanent,,44
9538,Site Activity,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,17/08/2022 11:27,,Ill Health,Description 19092,Minor,Near Miss,Ricky Seasack,Permanent,,44
10440,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,27/11/2020 11:30,,Ill Health,Description 8376,Minor,Near Miss,Ricky Seasack,Permanent,,52
14625,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,21/09/2021 13:30,,Ill Health,Description 13564,Minor,Near Miss,Ricky Seasack,Permanent,,16
21399,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,11/09/2021 12:11,,Ill Health,Description 13424,Minor,Near Miss,Ricky Seasack,Permanent,,56
10307,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,16/05/2022 12:36,,Ill Health,Description 17424,Minor,Near Miss,Ricky Seasack,Permanent,,12
24379,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,24/07/2020 15:11,,Ill Health,Description 6312,Minor,Near Miss,Roy Highknock,Permanent,,18
23936,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,06/11/2020 12:00,,Ill Health,Description 7896,Minor,Near Miss,Roy Highknock,Permanent,,43
10561,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,27/02/2020 10:49,,Ill Health,Description 5212,Minor,Near Miss,Russ Nightlife,Permanent,,38
7789,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,19/08/2021 09:12,,Ill Health,Description 13140,Minor,Near Miss,Russ Nightlife,Permanent,,56
24851,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,21/08/2021 10:37,,Ill Health,Description 13148,Minor,Near Miss,Russ Nightlife,Permanent,,56
13380,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,05/05/2020 11:00,,Ill Health,Description 5680,Minor,Near Miss,Sam Mendlips,Permanent,,50
31808,Site Activity,Measham Office,Doncaster,53.55694021,-1.113635095,England,United Kingdom,,,30/06/2022 14:30,,Ill Health,Description 18368,Minor,Near Miss,Sam Mendlips,Permanent,,51
10317,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,22/07/2020 08:11,,Ill Health,Description 6244,Minor,Near Miss,Sam Mendlips,Permanent,,19
11002,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,12/10/2021 06:50,,Ill Health,Description 13920,Minor,Near Miss,Sam Mendlips,Permanent,,23
11576,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,19/01/2022 13:00,,Ill Health,Description 15116,Minor,Near Miss,Sam Mendlips,Permanent,,15
12150,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,01/04/2022 11:00,,Ill Health,Description 16716,Minor,Near Miss,Sam Mendlips,Permanent,,30
13026,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,29/04/2022 06:13,,Ill Health,Description 17160,Minor,Near Miss,Sam Mendlips,Permanent,,12
29422,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,23/05/2022 14:29,,Ill Health,Description 17596,Minor,Near Miss,Sam Mendlips,Permanent,,17
22710,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,13/10/2022 07:14,,Ill Health,Description 20008,Minor,Near Miss,Sam Mendlips,Permanent,,24
41076,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,15/07/2022 11:00,,Ill Health,Description 18668,Minor,Near Miss,Sookie Houseboat,Permanent,,35
23951,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,30/11/2020 15:00,,Ill Health,Description 8624,Minor,Near Miss,Sookie Houseboat,Permanent,,28
34648,Site Activity,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,07/03/2023 13:50,,Ill Health,Description 22296,Minor,Near Miss,Steven Toast,Permanent,,34
22057,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,07/11/2022 07:00,,Ill Health,Description 20384,Minor,Near Miss,Steven Toast,Permanent,,40
17057,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,10/01/2023 16:00,,Ill Health,Description 21280,Minor,Near Miss,Steven Toast,Permanent,,48
39521,Site Activity,Wilnecote - Depot,Lincoln,53.20669147,-0.496940433,England,United Kingdom,,,23/08/2022 09:41,,Ill Health,Description 19204,Minor,Near Miss,Susan Random,Permanent,,60
27937,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,15/01/2021 12:22,,Ill Health,Description 9044,Minor,Near Miss,Susan Random,Permanent,,22
41463,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,08/05/2021 13:32,,Ill Health,Description 11444,Minor,Near Miss,Susan Random,Permanent,,41
